,anchor_left_distance_xl,anchor_right_distance_xl,anchor_left_distance_mn,anchor_right_distance_mn,anchor_left_distance_resnet,anchor_right_distance_resnet
840,1.5370895,1.3778088,1.3297163,1.4478647,1.5637381,1.2695395
841,1.3878322,1.8308029,1.3684233,1.8621125,1.2855453,1.814467
842,1.6034918,1.1038215,1.5051496,1.2137324,1.644861,1.2324922
843,1.084903,0.74543786,1.24106,0.78269756,0.7638586,0.46855885
844,1.501457,1.5961828,1.4439136,1.6593269,1.478184,1.4045231
845,1.210546,1.512722,1.3871396,1.4346937,1.1778162,1.3249664
846,0.8657212,1.3621603,0.7819673,1.4008486,1.0569489,1.0616324
847,1.5845847,1.041115,1.5330131,0.99724215,1.6141323,0.9603005
848,1.3241506,1.75477,1.2217222,1.7432954,0.92526835,1.7384316
849,1.3096743,1.1656405,1.4412128,1.1497992,1.0050052,1.3000379
850,1.7480667,1.5804011,1.6697448,1.5605733,1.6397314,1.5376054
851,1.156474,1.6507092,0.8961577,1.3467629,0.87056476,1.5747709
852,1.7254845,0.98681295,1.7972226,1.3001087,1.7749107,0.655321
853,0.9124683,1.7445004,1.0870249,1.6053878,0.7216331,1.6924268
854,1.8058461,1.2463661,1.8070198,1.3324443,1.6561635,1.1560726
855,1.7110239,1.4789952,1.3854177,1.202497,1.6089368,1.5354984
856,1.0065254,1.8172615,1.1455532,1.7393222,1.1140368,1.810147
857,1.7197223,1.0815655,1.5074301,0.8810548,1.647284,1.0068225
858,0.8511025,1.7451273,1.1452659,1.6224507,0.9797695,1.6328007
859,1.1552119,1.3378117,1.0741899,1.3714436,1.2872728,1.3917567
860,1.692487,1.297528,1.7154013,1.4912506,1.6291796,1.3979274
861,1.7260935,1.4114028,1.7075765,1.3231648,1.7120572,1.4427269
862,0.77258897,1.4715747,1.0293736,1.2289577,0.6762717,1.4678633
863,1.7725989,1.2007537,1.6417581,1.1370924,1.5949881,0.71379745
864,1.1980807,1.6745582,1.1512828,1.6247711,1.0642604,1.5038447
865,1.5644536,1.4298365,1.7898333,1.4978428,1.6979022,1.3995169
866,1.4086994,1.3458248,1.4495156,1.3703129,1.2883943,1.3004383
867,1.351614,1.2116768,1.3555917,1.1957442,0.91147673,0.94601387
868,1.2799418,1.1717175,1.3161557,1.2970538,1.2852099,0.968639
869,1.0769165,0.71610594,1.4133546,1.1027784,1.0635083,0.64134586
870,1.662805,1.3173949,1.7587738,1.5104412,1.5771701,1.3271987
871,1.3520315,1.5866736,1.4176805,1.4678082,1.212163,1.4048413
872,1.6621442,1.1702459,1.6425109,1.0835993,1.5199393,0.90092987
873,0.97260547,1.321165,1.1649411,1.4295734,1.037577,1.2762947
874,0.8636282,1.7556413,1.030309,1.5661852,0.9153489,1.5954213
875,1.2177411,1.5261424,0.9315225,1.7117022,1.3721111,1.5335375
876,1.647558,1.6121224,1.2542717,1.6623578,1.3920515,1.5330448
877,1.1287322,1.8741652,1.0595418,1.78982,0.86837554,1.8027027
878,0.91877645,1.6460243,1.18055,1.562572,0.9330812,1.6898268
879,1.2942795,1.76777,1.1174659,1.6155721,1.2858732,1.6681423
880,1.1455046,0.8156279,1.4644349,1.4634625,1.1490521,0.8980945
881,1.248242,1.4496828,1.0798278,1.5475905,1.2548647,1.0791935
882,1.2428098,1.5893493,0.8263042,1.5769434,1.2371631,1.5132272
883,1.7378778,1.1398163,1.7529004,0.8614027,1.7626624,1.2103279
884,1.8361597,0.94952166,1.6981841,1.0855957,1.7437634,0.84437656
885,1.8249023,1.1177802,1.6398113,1.2776651,1.7663623,0.8644469
886,1.5119185,1.3017154,1.4385875,1.1080223,1.2021525,1.0451725
887,1.0126488,1.3931041,1.1393251,1.440344,1.2272601,1.3449214
888,1.4189464,1.7269835,1.4290222,1.7538147,1.4004209,1.7723763
889,0.9613277,1.4706991,0.90018636,1.4373492,0.96893555,1.325488
890,0.9103484,0.9020311,0.953938,1.3493398,0.89513123,0.71849126
891,1.298082,1.3658707,1.1069523,1.4012051,1.4413344,1.3094327
892,1.3091893,1.3910041,1.4902804,1.300439,1.0232751,1.49977
893,1.1599307,1.7409264,1.3210977,1.6864156,1.0166577,1.5382371
894,1.0793247,1.2900082,1.1280388,1.3472548,0.8115764,0.9242803
895,1.2011222,1.7368448,1.1287892,1.59529,1.1731403,1.6165448
896,1.6865797,1.1252815,1.5867577,1.2656661,1.7204168,1.0459099
897,1.0503564,1.6196316,0.9992073,1.6129045,0.8903485,1.6455913
898,1.2777342,1.5735056,1.1584013,1.4519883,1.2386521,1.4339194
899,1.6211517,1.7895062,1.5043564,1.761328,1.5447946,1.6929252
900,1.1938707,0.6822964,1.2082599,0.6817719,0.82476085,0.746453
901,0.54466265,1.8087726,1.0269439,1.8185208,0.49565452,1.7667303
902,0.7151827,1.2687532,0.8451733,1.4026752,0.55208987,1.0244764
903,1.6974162,1.4598352,1.5413376,1.4595481,1.6396612,1.3558624
904,1.2584163,1.2180548,1.3874145,1.2302097,1.0064071,1.1555719
905,0.7077766,1.3638425,1.0391176,1.2675548,0.5320067,1.0532076
906,1.3717917,1.0365,1.7055293,1.3642094,1.1945328,1.1000533
907,1.5447553,1.0994978,1.7150753,1.3004423,1.4938132,1.0082498
908,1.0924847,0.9531423,1.3983467,1.0872334,1.1636815,0.81152195
909,1.626948,1.0780313,1.4519032,1.5885746,1.5567607,1.1145564
910,1.2740407,1.2102607,1.4293205,1.2631743,1.0932829,1.2518831
911,0.9773305,1.6845169,0.98168814,1.653981,0.5079744,1.7487978
912,1.6964267,1.3424184,1.7032845,1.1307573,1.4153515,1.2522736
913,1.1586422,1.0574408,1.2400752,1.4169596,1.0464573,0.80793875
914,0.9989582,1.3609699,1.0369812,1.271131,0.75100285,0.90595096
915,1.5501945,0.86190736,1.4549395,0.9837352,1.4250331,0.8803965
916,1.01839,1.4764035,1.2092016,1.6174568,1.1813009,1.1806221
917,1.6697625,1.0905429,1.5939621,0.9582633,1.6716368,1.0524696
918,1.4136709,1.3902999,1.5593537,1.103969,1.1642668,1.4362309
919,1.8196044,1.0087554,1.7762916,0.9807948,1.7056004,1.130546
920,1.2154272,1.0058873,1.1939671,0.93439126,1.2408116,0.6950427
921,1.6742077,1.7380154,1.4339371,1.4324795,1.5643629,1.6828679
922,1.1902074,1.2180771,1.2153914,1.5998933,1.2534728,1.2916956
923,1.7070203,1.0132347,1.5153593,1.1796142,1.4729435,0.99785876
924,1.5047983,1.7406845,1.3286257,1.6953816,1.6285424,1.6657816
925,1.6009089,1.1853203,1.5240833,1.0959575,1.6863887,1.1010997
926,1.2472564,1.6007158,0.7842128,1.708229,1.3523928,1.5565261
927,1.0533813,1.7890573,1.0694153,1.8561845,0.92183363,1.716169
928,1.2060586,1.6881632,1.5372314,1.7695911,1.3706846,1.6761912
929,1.2663219,1.2641207,1.2524757,1.0868073,1.4970188,1.1278884
930,1.2072493,1.615637,1.0999079,1.5452392,1.0542185,1.4187821
931,1.7624261,1.1404358,1.7760228,1.2777014,1.8009685,0.7392301
932,1.6148938,1.4344668,1.3742737,1.3699967,1.6598209,0.98160183
933,1.4850146,0.993106,1.3475211,1.137575,1.0481035,1.0724169
934,1.5122429,1.0143481,1.5777998,1.1663162,1.4565496,0.7465768
935,0.8819334,1.4953502,1.1615945,1.4300879,0.6263843,1.2638334
936,1.7387719,1.1034184,1.5624788,1.1510507,1.5869659,0.8153764
937,1.4397634,1.1708837,1.3265955,1.4007784,1.1181109,1.0885116
938,1.4907565,1.2940232,1.4114126,1.4042959,1.5056278,1.1555201
939,1.3126314,1.5371445,1.5015855,1.6930294,1.0602673,1.5891016
940,1.5714216,0.77658916,1.7032698,1.2108483,1.3155266,0.5719631
941,0.95445496,1.3113887,1.4474479,1.1737041,0.5143923,1.048495
942,1.5552461,1.3228154,1.6747745,1.1487292,1.528722,1.2127799
943,1.2159534,0.9007147,1.2411455,0.96479803,0.8749699,0.6599098
944,1.1586165,1.5689862,1.1081432,1.5131576,1.1763449,1.4254405
945,1.01839,1.6144339,1.2092016,1.7358512,1.1813009,1.3650982
946,1.2205429,1.2639958,1.2364829,1.2891655,0.97166646,0.9739479
947,1.2473856,1.7756579,1.233216,1.5938345,1.2584941,1.7043985
948,0.6675498,1.6785119,0.9099968,1.4491776,0.45323265,1.5006268
949,1.2799628,1.7413368,1.5126171,1.750225,1.4297538,1.6883805
950,0.8879479,0.9010466,1.3214009,1.1230685,0.88014984,0.85256547
951,1.2952155,1.5407094,1.3121319,1.287704,1.4038311,1.8049269
952,1.4001356,1.2448282,1.1495762,1.4374849,1.5492301,1.0706207
953,1.0353026,1.8495979,1.0329068,1.878591,0.81562865,1.7436414
954,0.9604612,1.7068162,1.0378708,1.651839,0.9844761,1.5964199
955,1.1383946,1.8118523,1.2269201,1.7242377,1.2309762,1.7148864
956,0.89453185,1.5505866,0.9290184,1.722136,0.7193787,1.5713284
957,1.115241,1.5716974,1.1114208,1.649373,0.9603508,1.4939697
958,1.3203667,1.6138861,1.4352987,1.5099978,1.3025053,1.54259
959,1.2398679,0.88196135,1.2865521,1.1880802,1.028035,0.8703101
960,1.7451286,1.168092,1.6632341,1.0424403,1.6395491,1.4958811
961,0.979362,1.5243838,0.9848791,1.6454569,0.74196875,1.3391199
962,1.5386798,0.9480613,1.7099149,1.3877774,1.5136323,0.8982008
963,1.849777,1.0616,1.6823156,0.89265025,1.8669865,0.9311517
964,1.0393459,1.4562068,0.9619926,1.3582344,0.98067594,1.3455087
965,1.1675149,1.3631583,1.0430474,1.2315924,1.2097385,1.3429226
966,1.1648461,1.7538059,1.5041927,1.6720499,1.2475792,1.6686938
967,1.3295687,1.5575315,1.2051569,1.3840222,1.2006981,1.8008225
968,1.5985278,1.5350657,1.7895502,1.4619577,1.2741035,1.5668815
969,1.8957082,0.92582333,1.7057742,0.88216454,1.9074206,0.87146276
970,1.1398088,1.6525313,1.1161946,1.6347383,0.94005215,1.495256
971,1.6292031,1.0111531,1.5811609,0.7206861,1.6377957,0.9884576
972,1.0601001,1.7702446,1.1202387,1.7479668,0.75773984,1.7612343
973,1.7333524,1.3834335,1.6363263,1.2463962,1.712434,1.1395974
974,1.0986726,0.98683995,1.2840928,1.2497187,1.365457,0.7427479
975,1.6390927,1.8689406,1.7488496,1.6231469,1.353599,1.8193008
976,0.92305005,1.4257684,1.1853224,1.6539575,0.99692833,1.2923969
977,1.13408,1.6613191,1.0754839,1.3097221,1.1781164,1.5173676
978,1.7150576,1.2220958,1.607024,1.1155962,1.4369416,1.1234518
979,1.388674,1.0094422,1.7295957,0.80865574,1.3703011,0.85397744
980,0.89528334,1.4006844,1.3646278,1.5578247,0.96966046,1.3723853
981,1.138002,1.5040938,1.228071,1.7402925,1.1733932,1.469597
982,1.7844597,0.68403065,1.617923,0.9262394,1.7616613,0.86786616
983,0.91148436,1.7283014,1.2150614,1.7202264,1.0087073,1.7620186
984,1.470015,1.3032058,1.5033072,1.3816605,1.5415316,1.1063979
985,1.5977104,1.071526,1.5740528,1.07106,1.3182545,0.7676774
986,0.9001199,1.7650979,1.3310187,1.6425748,0.78081703,1.7243336
987,1.3750389,1.0685129,1.4084362,1.3589945,1.1973778,0.81243896
988,1.6131786,1.2997084,1.4900376,1.1405399,1.6430315,1.2686507
989,0.9514798,1.7196121,1.0629945,1.5695968,0.9370885,1.545905
990,1.8249849,0.8725579,1.4597497,1.0010898,1.8560894,0.8273487
991,1.5769547,1.0714386,1.5401601,1.0664355,1.1683228,0.9907766
992,1.1703223,1.1734987,1.2042247,1.0985274,0.7534195,1.0819468
993,1.8343709,1.7061946,1.7718735,1.5923942,1.7803763,1.3257645
994,1.3343966,1.806403,1.0829496,1.8499428,0.98037755,1.659779
995,1.5067782,0.9422772,1.4414653,1.1485287,1.6096032,0.7393642
996,1.2153805,1.5930957,1.3783906,1.6491205,1.2489784,1.8291793
997,1.639176,1.7069268,1.6087457,1.4543742,1.7176657,1.325862
998,1.2995672,1.5328548,1.364871,1.0691756,1.3422811,1.3277589
999,1.2327876,1.6700598,1.2134457,1.519212,0.8763497,1.3788489
1000,1.6207275,1.4092153,1.669285,1.2850502,1.6821753,1.510449
1001,1.0242544,1.6255411,1.1809037,1.7082076,0.99094707,1.6416712
1002,0.9480613,1.5413145,1.3877774,1.6448687,0.8982008,1.6610863
1003,1.6448921,1.0872364,1.4317648,1.2847078,1.6861186,0.80700284
1004,1.044626,1.5475181,1.3559575,1.7401016,1.0774682,1.3571144
1005,1.2141616,1.6822606,1.0811834,1.7246288,1.0060863,1.5376537
1006,1.2717899,1.2247609,1.1016135,1.0321058,1.1313862,1.039509
1007,1.1158916,1.284586,1.0666597,1.6232626,1.0828711,1.1906456
1008,1.7369256,1.1740159,1.6584392,1.3050507,1.5059547,1.2260435
1009,1.2100258,1.3015597,1.2610203,1.5560374,0.9526761,1.3747892
1010,1.665316,1.0322806,1.6998975,1.1660972,1.56665,0.8494867
1011,1.261634,1.3990811,1.5019045,1.0234531,1.3975278,0.9989832
1012,0.9673224,1.6602956,1.141011,1.6542414,0.98168486,1.5499026
1013,1.1495697,1.6912258,1.0513921,1.562297,1.1545569,1.6594692
1014,1.1991266,1.7029921,1.0194362,1.47189,1.1862265,1.5752482
1015,0.91244906,1.2068584,1.6273463,1.2421756,1.0789506,0.87300247
1016,0.8564577,1.449368,1.0847373,1.6072743,0.8618959,1.3830453
1017,1.1636138,1.5807385,1.1474652,1.52249,0.923919,1.7842991
1018,1.8475645,0.7675664,1.5158404,1.1996967,1.7926728,0.7077411
1019,1.707437,1.6789469,1.856037,1.6569701,1.8358862,1.8115036
1020,1.3726429,1.7934434,1.3776973,1.573693,0.7415191,1.6026605
1021,1.01839,1.6144339,1.2092016,1.7358512,1.1813009,1.3650982
1022,1.5812432,1.0445206,1.6161432,1.030963,1.6634121,1.3534607
1023,1.626667,1.308061,1.7577171,1.4335537,1.306094,1.4419976
1024,1.5098872,1.1712048,1.8404425,0.7542478,1.6818628,1.1394918
1025,1.0346599,1.8337954,1.107442,1.680979,1.0602697,1.7486217
1026,1.6937054,0.8755439,1.5580454,0.95754683,1.6623765,0.75543106
1027,1.7247163,0.86658263,1.6894435,0.9393314,1.7620008,0.59630007
1028,1.3775239,1.3052422,1.4436861,1.4538034,1.2283423,1.467979
1029,1.1930622,1.4357854,1.1929845,1.4979069,1.3028762,1.3922567
1030,1.160677,0.91962874,1.50004,1.1352618,1.113664,0.8113487
1031,1.0666343,1.7009783,1.1783472,1.5282952,1.0600519,1.6279244
1032,1.1975013,1.7683494,1.0029299,1.5151508,0.92303944,1.7252735
1033,1.2651012,1.6978698,0.7298153,1.543438,1.2027966,1.7100544
1034,1.1568377,1.651516,1.2613937,1.5833101,1.2607789,1.6244845
1035,1.4402654,1.1119802,1.3575643,1.2875888,1.4913473,0.92372024
1036,1.5928342,1.2700293,1.509259,1.1057898,1.4054525,1.1919352
1037,1.1749369,1.6812261,1.1474519,1.7495077,0.9259883,1.7338268
1038,0.791965,0.9771024,1.0093172,1.1112673,0.572048,0.83398205
1039,1.2193296,1.5147487,1.2564453,1.5345466,1.1639109,1.6614279
1040,0.9982644,1.6047957,1.3195171,1.4650373,0.8043585,1.3108234
1041,1.1463718,1.4552088,0.99627745,1.0821366,1.1374794,1.3412346
1042,1.1648461,1.885298,1.5041927,1.863252,1.2475792,1.8368967
1043,1.6172087,1.0366263,1.4320045,1.0973772,1.4755828,1.0465391
1044,1.1080911,0.8427323,1.5158683,1.1089953,1.3399228,1.1117874
1045,1.2933215,0.8367575,1.4428395,0.96880955,1.0975628,0.6997063
1046,1.5127232,1.6037562,1.6497124,1.8363199,1.3964554,1.2947879
1047,1.0857841,1.9091072,1.0783494,1.667719,0.74505,1.8415191
1048,1.3489138,1.0669295,1.5653656,1.1927906,1.1756566,1.0649635
1049,1.1258801,1.6105281,1.0931208,1.5002208,0.7831981,1.2637334
1050,1.5114219,1.0135093,1.567945,1.0966651,1.5676162,1.0009387
1051,1.1982956,1.7414327,1.1890671,1.5838735,0.8859133,1.4875255
1052,1.627332,1.3795538,1.7499073,1.1278352,1.6279788,1.3267903
1053,1.3903451,1.0005338,1.5823051,1.3270538,1.5133454,1.003231
1054,1.8585317,1.0385075,1.7971461,1.2123694,1.9230835,0.7395828
1055,1.7481756,1.4304395,1.6036066,1.2474585,1.5382445,1.3010359
1056,0.9558237,1.3365165,1.0472084,1.3303516,0.69905746,1.253314
1057,0.6073201,1.7399276,0.9233334,1.8109858,0.6655234,1.5836357
1058,1.6403563,1.04354,1.7796602,1.2466093,1.5720794,1.0348169
1059,1.3771558,1.4972078,1.5695264,1.623246,1.5481434,1.6439556
1060,1.659931,1.7966652,1.5596818,1.7039502,1.6812683,1.8319459
1061,0.8539964,1.891681,0.9964507,1.8096476,0.9218963,1.8715405
1062,1.6066977,1.1249483,1.7083118,0.797142,1.4346524,0.9615855
1063,1.0771986,1.761873,1.3341846,1.8417045,0.95623094,1.8053595
1064,1.1758546,1.4014469,1.1015179,1.5202217,1.0324068,1.5506694
1065,1.8567438,0.8893508,1.7689683,1.0362021,1.83904,1.2110175
1066,1.2818956,1.8555956,1.150128,1.7039893,1.5737965,1.7881672
1067,1.5385416,1.1725119,1.3923689,1.3852994,1.0530577,1.3535744
1068,1.506257,1.0143487,1.5058761,1.037034,1.4773719,0.87258863
1069,1.193424,1.6923982,1.0648464,1.5926563,0.94599414,1.6489425
1070,1.2966164,0.75092846,1.2901196,0.9849552,0.9395108,0.6498872
1071,1.4262173,1.6964267,1.1492983,1.7032845,1.2421256,1.4153515
1072,1.338361,1.4569237,1.1095603,1.3678778,1.4185823,1.4371283
1073,1.8421812,0.8584934,1.842012,1.0461189,1.6984664,0.7449507
1074,1.3131827,0.92369264,1.4205652,0.8089614,1.3425546,0.76497775
1075,1.6476471,1.5600901,1.6657814,1.5437934,1.4765855,1.6601528
1076,0.94992644,0.8981215,1.2001337,1.0794159,1.188871,0.85047376
1077,1.6649675,1.1518855,1.6562142,1.215625,1.6458136,1.0974684
1078,1.5250669,1.1212016,1.6124572,1.2749054,1.4832488,0.75208277
1079,1.7541994,0.6680313,1.4561175,0.9535746,1.4316868,0.44631293
1080,0.9923331,1.5903912,0.8557234,1.6432574,1.1820312,1.5132502
1081,1.2463605,1.7096581,1.1436899,1.6823654,1.2667481,1.6732552
1082,0.9217052,1.6502731,1.1632316,1.5624709,0.99216527,1.6902009
1083,0.88243425,1.752428,1.279673,1.7322409,1.12178,1.7415798
1084,1.6872054,1.0697277,1.4252542,1.2136953,1.5240363,1.022366
1085,1.1734579,1.6809293,1.1964794,1.6819545,1.1768398,1.6988947
1086,1.053086,1.4134978,1.1643317,1.6727147,0.81375396,1.5371288
1087,1.3243914,1.2385049,1.5912025,1.6387907,1.3971391,1.1181546
1088,1.1639588,1.6636965,1.1965772,1.7148287,1.2203008,1.7506841
1089,1.5196242,1.3130635,1.869148,0.7771898,1.4317333,1.0499852
1090,1.3957565,0.7814477,1.6811194,0.9840092,1.7124784,0.57149243
1091,1.6856596,1.318092,1.5710002,1.4226419,1.5313272,1.2407017
1092,1.2172292,1.1439439,1.348702,1.2851349,0.8766155,1.0330914
1093,1.4797271,0.9215814,1.6237364,1.0356787,1.7553722,1.0713673
1094,1.3741027,1.7186791,1.3087817,1.6463385,1.5743039,1.6340376
1095,1.6382731,1.138221,1.4830022,1.1903986,1.5880178,1.2516757
1096,0.91381663,1.2688285,1.0013355,1.4146906,0.6393837,1.0863451
1097,1.5307169,1.5285009,1.6283352,1.7231038,1.382024,1.5439248
1098,1.3734473,1.2059408,1.0279297,1.0977976,1.2779782,1.1745379
1099,1.1887416,1.6811326,1.1505316,1.807931,0.9016496,1.5260626
1100,1.0473425,1.3082372,1.0544827,1.3179662,0.8599621,1.3683336
1101,1.7652277,1.2723777,1.7812948,1.5600296,1.6694691,1.1992751
1102,1.2037828,1.7110993,1.3183088,1.5532907,1.2632551,1.6613202
1103,0.8427323,1.6763779,1.1089953,1.6953161,1.1117874,1.626627
1104,1.4817572,1.6269052,1.745519,1.5726514,1.44598,1.2591628
1105,1.4782033,1.0445206,1.4865078,1.030963,1.5492921,1.3534607
1106,1.4763882,1.3382663,1.561386,1.2769748,1.350159,1.3538169
1107,1.2472466,1.8269482,1.060158,1.7269659,1.4407228,1.8017399
1108,1.8477731,0.9480613,1.6115633,1.3877774,1.8185728,0.8982008
1109,1.5318017,1.0579102,1.2914464,1.2216052,1.1573658,1.0151657
1110,1.0679727,1.640557,0.9516661,1.6031457,0.89846593,1.3981162
1111,1.8396318,0.93892086,1.6460357,0.8742559,1.7796042,0.8323326
1112,1.659691,1.0440934,1.4058126,1.1100541,1.4996215,0.882501
1113,1.1012061,1.6482774,1.1488271,1.5081329,1.2976748,1.3862307
1114,1.2009189,1.6311343,1.0277295,1.5088694,1.1430001,1.6448838
1115,1.176697,1.0164869,1.4009491,1.1325349,1.2639061,1.0838323
1116,1.0419599,1.4671,1.1821423,1.3769122,1.2576225,1.3594084
1117,0.98540205,1.4952784,1.1891048,1.6701742,0.75767994,1.6132272
1118,1.1894794,1.0834475,1.1213325,1.23873,0.7868405,1.1773797
1119,1.2008926,1.7012397,1.0547472,1.62015,1.0604702,1.7591834
1120,1.3128005,1.1373711,1.4591929,1.2523097,1.2761874,1.1503458
1121,1.7273539,1.3577217,1.6177474,1.1241348,1.630414,1.3148278
1122,1.1081452,1.6787461,1.1591823,1.6967535,1.1046699,1.5876678
1123,1.4229769,1.3447933,1.6438568,1.1467886,1.3916373,1.3012913
1124,1.2899363,1.8023456,1.3241235,1.8753283,1.1596091,1.7131771
1125,1.6121478,1.1015508,1.5893279,1.0929484,1.4962672,0.949905
1126,1.8040428,1.4718875,1.3655443,1.309903,1.7535124,1.7120233
1127,1.0011672,1.5354477,1.1685991,1.6773729,0.9880003,1.4230176
1128,0.8030924,1.3817942,0.9740806,1.4094229,0.73246205,1.4944924
1129,1.0073045,1.369259,1.2982223,1.5021379,0.93246233,0.98764634
1130,1.4878106,0.75431854,1.5105826,1.2269557,1.379786,0.8167747
1131,1.4285504,1.6154771,1.4233449,1.5874586,1.4068755,1.6643382
1132,1.1035746,1.1414441,1.091879,1.684234,1.2983766,1.4129624
1133,1.3815712,1.5896882,1.1234862,1.3368366,1.2109756,1.4572289
1134,0.9058189,1.448394,0.9579364,1.4665998,0.8451863,1.3000797
1135,1.6496025,1.3914249,1.480726,1.297052,1.4134622,1.1690888
1136,1.7963958,1.1766648,1.6327224,1.2370896,1.4104061,0.7908101
1137,0.9158586,1.5256655,0.7343823,1.0853101,0.6342244,1.2619745
1138,1.8369166,0.8745813,1.8688818,1.0919106,1.8361979,0.5858703
1139,1.7286117,1.1326946,1.5330814,1.2191448,1.7831573,0.8371611
1140,1.1058064,1.531142,1.1566621,1.3367357,1.1790497,1.3516152
1141,1.4114028,1.795865,1.3231648,1.7478024,1.4427269,1.7433764
1142,1.1593107,1.6082708,1.2710929,1.5019348,1.2545809,1.4000355
1143,1.0683872,1.4455906,1.1983023,1.4575436,1.0071244,1.4239532
1144,1.3373983,0.9499943,1.2989488,1.0460432,1.2582598,0.7801913
1145,1.2374758,0.657511,1.3661616,1.0300306,1.2130957,0.6973716
1146,1.0919198,1.7282865,1.0876204,1.4814974,0.8244866,1.7199851
1147,1.7112825,1.0968844,1.6460893,0.77417797,1.7833856,1.0174456
1148,1.6013473,1.0132347,1.5216174,1.1796142,1.5141984,0.99785876
1149,1.8064215,1.2509496,1.7269665,1.2169374,1.5986452,1.0745597
1150,1.6587973,1.3520756,1.6033939,1.4282602,1.6130596,0.95918226
1151,1.1107007,1.6034861,1.3409688,1.4904926,1.0056732,1.6015767
1152,1.538957,1.6263301,1.1793721,1.7163805,1.3609741,1.4520551
1153,1.2836723,1.2670623,1.1856797,1.1429259,1.2811962,1.0921961
1154,1.2357371,1.7296917,1.3134289,1.7590914,1.1167936,1.7835735
1155,1.6899056,0.97733635,1.7791312,1.0970492,1.5562229,0.9644375
1156,1.5486547,1.7350463,1.040681,1.7017903,1.1065468,1.5129799
1157,1.4354299,1.2548712,1.2408171,1.4861577,1.2431605,1.406487
1158,0.9847466,0.7482889,0.9751071,1.0413238,0.8942792,0.92670035
1159,1.7572358,1.7210957,1.4843152,1.479772,1.6181728,1.5170789
1160,1.1504049,1.5230124,1.0965401,1.5966501,0.90798825,1.4092484
1161,1.001585,1.5501587,0.89515257,1.1094693,0.89430773,1.2711225
1162,0.9514798,1.7895184,1.0629945,1.5796497,0.9370885,1.6848311
1163,1.7682573,1.0978734,1.5182935,1.2772334,1.708258,0.9871887
1164,1.5988332,1.0984868,1.6399686,1.0968859,1.4506772,1.0720403
1165,1.1814182,1.5715425,1.4607359,1.4868937,0.92398715,1.1541649
1166,1.1158916,1.2924896,1.0666597,1.3572943,1.0828711,1.1758876
1167,1.6214021,1.121529,1.7435898,1.1888329,1.6948149,1.0122588
1168,1.6921495,1.5370238,1.6365871,1.4079747,1.7612772,1.3543203
1169,0.9044375,1.3778088,1.0745279,1.4478647,0.67112446,1.2695395
1170,1.5159487,1.5872865,1.5762196,1.6074561,1.6387415,1.7117012
1171,1.604249,1.181997,1.6174663,1.1816183,1.3612852,1.2215441
1172,1.8806099,0.7483266,1.7297189,1.0954555,1.8098402,0.6200187
1173,1.7068651,0.74129033,1.7402282,1.1988093,1.6298397,0.5816622
1174,1.4687706,1.7660164,1.6654757,1.6331587,1.3219988,1.7193006
1175,1.4493895,1.0856137,1.3866042,1.3761362,1.0921817,0.85035706
1176,1.6796526,1.0470963,1.719228,1.2185583,1.4880109,0.851198
1177,1.1283973,1.7252225,1.1068516,1.6111548,1.0421377,1.6257329
1178,1.4592671,1.6382687,1.6027036,1.7654929,1.5987306,1.6723256
1179,1.1826122,0.99471474,1.2440965,1.0796012,1.3549685,0.6031174
1180,1.2179946,1.2434268,1.4193404,1.2693412,0.86164486,1.0006975
1181,1.4758935,1.2163192,1.6542413,1.3685076,1.2719324,1.272808
1182,1.0742111,1.6419588,1.1735394,1.6075821,1.0586936,1.4556963
1183,1.8986558,1.2647289,1.8789885,1.1958876,1.74346,1.3145425
1184,1.2899363,0.9521508,1.3241235,1.3321055,1.1596091,0.90627384
1185,1.6642311,1.520844,1.5279775,1.5105124,1.5331823,1.4746673
1186,1.1508106,1.8112328,1.1545753,1.6593878,0.9098818,1.6342889
1187,1.5033847,0.9237189,1.6971581,1.0454565,1.6417787,0.9047562
1188,1.2034056,1.6623892,1.2173799,1.6260306,1.1769329,1.4785367
1189,0.9296746,1.7399156,1.0552058,1.6318648,0.8445675,1.6546085
1190,1.222054,1.1640702,1.4302754,1.2511933,1.1065762,1.0919896
1191,0.8487389,1.75477,1.2035881,1.7432954,0.9206851,1.7384316
1192,1.1740159,1.6341507,1.3050507,1.4214859,1.2260435,1.5443983
1193,1.0028756,1.4644991,1.1639149,1.4482995,0.8912047,1.2127988
1194,0.972665,1.544366,1.2170378,1.577695,0.87209,1.5423634
1195,1.3564533,1.3565278,1.3568469,1.3625954,1.219243,0.9574267
1196,1.3032093,0.8030924,1.2938117,0.9740806,1.2530587,0.73246205
1197,1.1946373,1.2196913,1.230582,1.0443981,1.2477387,1.0210338
1198,1.1634772,0.8907599,1.1827872,1.0794141,1.0356979,0.79426473
1199,1.8767895,0.9491986,1.5778232,1.0743921,1.6967375,0.8133403
1200,1.5661016,1.0206652,1.5176342,1.1302459,1.5724363,1.264197
1201,1.4334774,1.0745652,1.526989,1.2068069,1.4738681,1.002064
1202,1.2878525,1.6663674,0.90115047,1.7323008,1.2068732,1.5988432
1203,1.0834306,1.1806399,1.0865939,1.3335235,1.008892,1.0147775
1204,1.7378778,1.0477372,1.7529004,1.1396315,1.7626624,0.93727064
1205,1.1576929,1.6000308,1.0420567,1.5520238,1.3269,1.4273895
